,KALCODE,neighbors
322,41010302,"['41010301', '41010305', '41020107', '41010309', '41020104', '41010302', '41010306', '41020705', '41020706']"
323,41010303,"['41030101', '41030104', '41030102', '41010402', '41010403', '41010307', '41010303', '41030203', '41030202', '42010402', '41020702']"
324,41010304,"['41020801', '41010401', '41010304', '41020102', '41020108', '41010308', '41010301']"
325,41010305,"['41020108', '41010301', '41010305', '41020107', '41010302']"
326,41010306,"['41010308', '41010301', '41010309', '41010307', '41010302', '41010306', '41020706']"
327,41010307,"['41010403', '41010308', '41010307', '41010306', '41020706', '41010303', '41020702']"
328,41010308,"['41010401', '41010304', '41010403', '41010308', '41010301', '41010309', '41010307', '41010306']"
329,41010309,"['41010308', '41010301', '41010309', '41010302', '41010306']"
330,41010401,"['41010101', '41010102', '41010401', '41010402', '41010304', '41010403', '41010308']"
331,41010402,"['41010103', '41010102', '41010104', '41030104', '41030102', '41010401', '41010402', '41010403', '41010303']"
332,41010403,"['41010401', '41010402', '41010403', '41010308', '41010307', '41010303']"
333,41020101,"['41020801', '41020102', '41020109', '41020107', '41020104', '41020105', '41020504', '41020103', '41020106', '41020608', '41020101', '41020604', '41020402', '41020401']"
334,41020102,"['41020801', '41010304', '41020102', '41020108', '41020109', '41020101']"
335,41020103,"['41020301', '41020504', '41020103', '41020106', '40010504', '40010501', '41020608', '41020101']"
336,41020104,"['41020107', '41020104', '41010302', '41020105', '41020705', '41020101']"
337,41020105,"['41020104', '41020105', '41020705', '41020703', '41020707', '41020101', '41020401']"
338,41020106,"['41020504', '41020103', '41020106', '41020101']"
339,41020107,"['41020108', '41020109', '41010305', '41020107', '41020104', '41010302', '41020101']"
340,41020108,"['41010304', '41020102', '41020108', '41020109', '41010301', '41010305', '41020107']"
341,41020109,"['41020102', '41020108', '41020109', '41020107', '41020101']"
342,41020201,"['41020203', '41020202', '41020201', '42060208', '42060210', '40010404', '42060201']"
343,41020202,"['41020605', '41020203', '41020202', '41020201', '41020602', '42040005', '42040002', '42060210']"
344,41020203,"['41020204', '41020605', '41020203', '41020202', '41020201', '40010404']"
345,41020204,"['40010505', '40010502', '40010409', '40010506', '41020204', '41020605', '41020203', '40010404']"
346,41020301,"['40010306', '40010303', '41020502', '41020503', '41020301', '41020501', '41020504', '41020103', '40010302', '40010305', '40010504']"
347,41020401,"['41020105', '41020703', '41020707', '41020101', '41020402', '41020401', '41020404', '41020403', '41020704']"
348,41020402,"['41020101', '41020604', '41020402', '41020401', '41020404', '41020601']"
349,41020403,"['41020401', '41020404', '41020607', '41020403', '41020704', '41020602', '42040001']"
350,41020404,"['41020604', '41020402', '41020401', '41020404', '41020601', '41020607', '41020403']"
351,67020305,"['67020309', '67020305', '67020108', '67020302', '67020307', '67020306']"
352,67020308,"['67020307', '67020310', '67020308']"
353,67020309,"['67020301', '67020309', '67020305', '67020108', '67020302']"
354,67020310,"['67020307', '67020310', '67020308', '67020306']"
355,67020311,"['67020311', '67020303', '67020301', '67020302', '67020304']"
356,67020401,['67020401']
357,67020501,['67020501']
358,67020601,['67020601']
359,68010001,"['68010002', '68010005', '68010001', '68010004', '68010007']"
360,68010002,"['68010002', '68010005', '68010001']"
361,68010003,"['68010006', '68010005', '68010003', '68010004']"
362,68010004,"['68010005', '68010003', '68010001', '68010004', '68010007']"
363,68010005,"['68010002', '68010006', '68010005', '68010003', '68010001', '68010004']"
364,68010006,"['68010006', '68010005', '68010003']"
365,68010007,"['68010001', '68010004', '68010007']"
366,68020000,['68020000']
367,69010101,"['69010101', '69010602', '69010501']"
368,69010201,"['69010202', '69010201', '69010705', '69010402', '69010401', '69010603']"
369,69010202,"['69010802', '69010803', '69010203', '69010202', '69010201', '69010702', '69010705']"
370,69010203,"['69010802', '69010203', '69010202']"
371,69010301,"['69010305', '69010803', '69010302', '69010702', '69010301', '69010303', '69010706']"
372,69010302,"['69010904', '69010910', '69010906', '69010305', '69010803', '69010302', '69010301']"
373,69010303,"['69010301', '69010303']"
374,69010304,"['69010902', '69010906', '69010304', '69010305']"
375,69010305,"['69010906', '69010304', '69010305', '69010302', '69010301']"
376,69010401,"['69010201', '69010401', '69010603', '69010601']"
377,69010402,"['69010201', '69010705', '69010402', '69010703', '69010603']"
378,69010501,"['69010101', '69010602', '69011006', '69011001', '69010501']"
379,69010601,"['69010401', '69010603', '69010601', '69011004', '69010602', '69011006']"
380,69010602,"['69010101', '69010601', '69010602', '69011006', '69010501']"
381,03030106,"['03020104', '03020115', '03030104', '03030106', '03030101']"
382,03030107,"['03020104', '03030102', '03030101', '03030107', '03030103', '03030202', '03030205']"
383,03030108,"['03020206', '03030108', '03030103', '03030105', '03030304']"
384,03030201,"['03030101', '03030202', '03030205', '03030201', '03030203']"
385,03030202,"['03030101', '03030107', '03030202', '03030205', '03030201']"
386,03030203,"['03030205', '03030201', '03030204', '03030203', '03030406']"
387,03030204,"['03030103', '03030205', '03030304', '03030204', '03030203', '03030411', '03030402', '03030406']"
388,03030205,"['03030101', '03030107', '03030103', '03030202', '03030205', '03030201', '03030204', '03030203']"
389,03030301,"['03030303', '03030302', '03030301', '03030404', '03030405', '03030304']"
390,03030302,"['03030303', '03030302', '03030301', '03030407', '03030404']"
391,03030303,"['03020207', '03020202', '03020205', '03030303', '03030105', '03030302', '03030301', '03030304']"
392,03030304,"['03030108', '03030103', '03030303', '03030105', '03030301', '03030405', '03030304', '03030204', '03030411', '03030402', '03030403']"
393,03030401,"['03030411', '03030402', '03030406', '03030401', '03030409', '03030413', '03030412']"
394,03030402,"['03030304', '03030204', '03030411', '03030402', '03030406', '03030401']"
395,03030403,"['03030405', '03030304', '03030411', '03030403', '03030409', '03030413']"
396,03030404,"['03030302', '03030301', '03030407', '03030404', '03030405', '03030409']"
397,03030405,"['03030301', '03030404', '03030405', '03030304', '03030403', '03030409']"
398,03030406,"['03030204', '03030203', '03030402', '03030406', '03030401']"
399,03030407,"['03030302', '03030407', '03030404']"
400,03030408,"['03030410', '03030412', '03030408']"
401,03030409,"['03030404', '03030405', '03030401', '03030403', '03030409', '03030413', '03030410', '03030412']"
402,03030410,"['03030409', '03030410', '03030412', '03030408']"
403,03030411,"['03030304', '03030204', '03030411', '03030402', '03030401', '03030403', '03030413']"
404,03030412,"['03030401', '03030409', '03030410', '03030412', '03030408']"
405,03030413,"['03030411', '03030401', '03030403', '03030409', '03030413']"
406,03040000,['03040000']
407,03050101,"['03050103', '03050102', '03050101', '03050206', '03050207', '03050203', '03050204']"
408,03050102,"['03050104', '03050105', '03050103', '03050304', '03010103', '03050302', '03050303', '01020214', '03050102', '03050101', '03050206']"
409,03050103,"['03050105', '03050103', '03050102', '03050101']"
410,03050104,"['03050305', '03050104', '03050105', '03050303', '03050102']"
411,03050105,"['03050104', '03050105', '03050103', '03050102']"
412,03050201,"['03050204', '03050201', '03050202', '03020102', '03020108']"
413,03050202,"['03050201', '03050202', '03020101', '03020107', '03020108']"
414,03050203,"['03050101', '03050206', '03050207', '03050203', '03050205']"
415,03050204,"['03050101', '03050207', '03050205', '03050204', '03050201', '03020102']"
416,03050205,"['03050206', '03050207', '03050203', '03050205', '03020201', '03020208', '03050204', '03020102', '03020203', '03020204']"
417,03050206,"['01020214', '03050102', '01040109', '01020301', '03050101', '03050206', '03050203', '03050205']"
418,03050207,"['03050101', '03050207', '03050203', '03050205', '03050204']"
419,03050301,"['03010305', '03050301', '03050305', '03050304']"
420,03050302,"['03010306', '03010307', '03050304', '03010103', '03050302', '03050102']"
421,03050303,"['03050305', '03050104', '03050304', '03050303', '03050102']"
422,03050304,"['03010305', '03050301', '03050305', '03010307', '03050304', '03050302', '03050303', '03050102']"
423,03050305,"['03050301', '03050305', '03050104', '03050304', '03050303']"
424,04010001,"['04010008', '04010009', '04010006', '04010001']"
425,04010002,"['04010004', '04010002', '04010007']"
426,04010003,"['04010005', '04010003', '04010010']"
427,04010004,"['04010004', '04010005', '04010008', '04010002', '04010007']"
428,04010005,"['04010004', '04010005', '04010003', '04010010', '04010008']"
429,04010006,"['04010008', '04010007', '04010006', '04010001']"
430,04010007,"['04010004', '04010008', '04010002', '04010007', '04010006']"
431,04010008,"['04010004', '04010005', '04010010', '04010008', '04010009', '04010007', '04010006', '04010001']"
432,04010009,"['04010008', '04010009', '04010001']"
433,04010010,"['04010005', '04010003', '04010010', '04010008']"
434,05010101,"['05030206', '05010101', '05030105', '05030102', '05010202', '05010103', '05010208']"
435,05010102,"['05020112', '05010102', '05010103', '05020305', '05010209', '05020308']"
436,05010103,"['05010101', '05010102', '05010103', '05010208', '05010204', '05010209']"
437,05010201,"['05030101', '05030105', '02020103', '05010211', '05010201', '05010207', '02020201', '05010206']"
438,05010202,"['05010101', '05030102', '05010202', '05010210', '05010203', '05010208']"
439,05010203,"['05010202', '05010210', '05010203', '05010208', '05010205']"
440,05010204,"['05010103', '05010208', '05010204', '05010209', '05010206']"
441,05010205,"['05010210', '05010211', '05010203', '05010208', '05010205', '05010206']"
442,05010206,"['05010211', '05010201', '05010208', '05010205', '05010204', '05010209', '02020201', '05020308', '05010206', '02020206', '02040205']"
443,05010207,"['02020103', '05010201', '05010207', '02020202', '02020205', '02020201']"
444,05010208,"['05010101', '05010202', '05010103', '05010203', '05010208', '05010205', '05010204', '05010206']"
445,05010209,"['05010102', '05010103', '05010204', '05010209', '05020308', '05010206']"
446,05010210,"['05030102', '05010202', '05010210', '05010211', '05010203', '05010205']"
447,05010211,"['05030105', '05030102', '05010210', '05010211', '05010201', '05010205', '05010206']"
448,05020101,"['05020203', '05020113', '05020101', '05020106', '05020104', '06040001', '05020103', '05020108', '05020107']"
449,05020102,"['06040001', '05020108', '05020102', '05020105', '06040008', '05020302']"
450,05020103,"['05020101', '05020103', '05020108', '05020107', '05020307']"
451,05020104,"['05020101', '05020106', '05020110', '05020104', '05020107']"
452,05020105,"['05020102', '05020105', '06040008', '05020109', '05020302']"
453,05020106,"['05020113', '05020101', '05020202', '05020204', '05020106', '05020110', '05020104']"
454,05020107,"['05020101', '05020110', '05020104', '05020103', '05020107', '05020307']"
455,05020108,"['05020101', '06040001', '05020103', '05020108', '05020102', '05020307', '05020302']"
456,05020109,"['05020105', '06040008', '05020109', '05020302', '06040003']"
457,05020110,"['05020106', '05020110', '05020104', '05020111', '05020112', '05020107', '05020307']"
458,05020111,"['05020110', '05020111', '05020112', '05020307']"
459,05020112,"['05020110', '05020111', '05020112', '05010102', '05020307', '05020305']"
460,05020113,"['05020203', '05020113', '05020101', '05020204', '05020106']"
461,05020201,"['05020201', '06040005', '05020203', '05020204']"
462,05020202,"['05020202', '05020204', '05020106']"
463,05020203,"['05020201', '06040005', '05020203', '05020113', '05020101', '05020204', '06040001']"
464,05020204,"['05020201', '05020203', '05020113', '05020202', '05020204', '05020106']"
465,05020301,"['05020308', '05020303', '02040205', '05020301', '05020306', '02040206', '02040204', '06010207']"
466,05020302,"['05020108', '05020102', '05020307', '05020304', '05020105', '05020109', '05020302', '05020303', '05020306', '06040003']"
467,05020303,"['05020304', '05020308', '05020302', '05020303', '05020301', '05020306']"
468,05020304,"['05020307', '05020305', '05020304', '05020308', '05020302', '05020303']"
469,05020305,"['05020112', '05010102', '05020307', '05020305', '05020304', '05020308']"
470,05020306,"['05020302', '05020303', '05020301', '05020306', '06040003', '06010205', '06010203', '06010207', '06010206', '06010201']"
471,05020307,"['05020110', '05020111', '05020103', '05020108', '05020112', '05020107', '05020307', '05020305', '05020304', '05020302']"
472,05020308,"['05010102', '05020305', '05020304', '05010209', '05020308', '05010206', '05020303', '02040205', '05020301']"
473,05030101,"['05030204', '05030505', '05030202', '05030206', '05030104', '05030101', '05030105', '05030103', '05030403', '02020103', '05010201']"
474,05030102,"['05010101', '05030105', '05030102', '05010202', '05010210', '05010211']"
475,05030103,"['05030104', '05030101', '05030103', '05030403']"
476,05030104,"['05030505', '05030106', '05030104', '05030101', '05030103', '05030403']"
477,05030105,"['05030206', '05030101', '05010101', '05030105', '05030102', '05010211', '05010201']"
